@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
1281,255198,212217,239033,293552,0.448817,0.545977,0.516354,0.545977,0.483646,0.530752,0.494231,1.104701,0.446875
1282,255163,212252,238989,293596,0.448734,0.545902,0.516365,0.545902,0.483635,0.530723,0.494152,1.104726,0.446886
1283,255132,212283,238945,293640,0.448651,0.545836,0.516381,0.545836,0.483619,0.5307,0.494077,1.104759,0.446903
1284,255116,212299,238933,293652,0.448629,0.545802,0.516378,0.545802,0.483622,0.530682,0.494049,1.104753,0.446962
1285,255059,212356,238869,293716,0.448509,0.54568,0.516389,0.54568,0.483611,0.530631,0.493928,1.104776,0.446978
1286,255014,212401,238835,293750,0.448445,0.545584,0.516381,0.545584,0.483619,0.530581,0.493849,1.104758,0.44702
1287,255000,212415,238819,293766,0.448415,0.545554,0.516384,0.545554,0.483616,0.530568,0.493819,1.104765,0.447059
1288,254940,212475,238734,293851,0.448255,0.545425,0.516414,0.545425,0.483586,0.530523,0.493674,1.104829,0.447154
1289,254929,212486,238729,293856,0.448246,0.545402,0.516408,0.545402,0.483592,0.530509,0.493658,1.104817,0.447174
1290,254891,212524,238668,293917,0.448131,0.545321,0.516435,0.545321,0.483565,0.530485,0.493559,1.104874,0.447236
1291,254886,212529,238658,293927,0.448113,0.54531,0.51644,0.54531,0.48356,0.530483,0.493544,1.104886,0.447298
1292,254727,212688,238449,294136,0.44772,0.54497,0.516503,0.54497,0.483497,0.530355,0.493176,1.105021,0.447298
1293,254681,212734,238373,294212,0.447577,0.544871,0.516538,0.544871,0.483462,0.530326,0.493054,1.105094,0.447338
1294,254558,212857,238194,294391,0.447241,0.544608,0.516605,0.544608,0.483395,0.530237,0.492752,1.105238,0.447368
1295,254519,212896,238164,294421,0.447185,0.544525,0.516598,0.544525,0.483402,0.530194,0.492683,1.105223,0.447489
1296,254509,212906,238148,294437,0.447155,0.544503,0.516605,0.544503,0.483395,0.530187,0.492657,1.105238,0.447514
1297,254496,212919,238137,294448,0.447134,0.544475,0.516604,0.544475,0.483396,0.530173,0.492633,1.105235,0.447552
1298,254478,212937,238125,294460,0.447112,0.544437,0.516599,0.544437,0.483401,0.530153,0.492603,1.105225,0.447572
1299,254326,213089,237912,294673,0.446712,0.544112,0.516673,0.544112,0.483327,0.530037,0.492238,1.105384,0.447619
1300,254311,213104,237896,294689,0.446682,0.54408,0.516675,0.54408,0.483325,0.530023,0.492207,1.105388,0.447674
1301,254305,213110,237886,294699,0.446663,0.544067,0.51668,0.544067,0.48332,0.53002,0.492191,1.105398,0.447706
1302,254281,213134,237854,294731,0.446603,0.544015,0.51669,0.544015,0.48331,0.530001,0.492135,1.105419,0.447761
1303,254273,213142,237849,294736,0.446594,0.543998,0.516687,0.543998,0.483313,0.529991,0.492122,1.105414,0.447826
1304,254260,213155,237834,294751,0.446565,0.543971,0.51669,0.543971,0.48331,0.529979,0.492094,1.10542,0.447853
1305,254254,213161,237824,294761,0.446547,0.543958,0.516695,0.543958,0.483305,0.529976,0.492078,1.10543,0.447862
1306,254197,213218,237736,294849,0.446381,0.543836,0.516731,0.543836,0.483269,0.529937,0.491933,1.105508,0.447883
1307,253830,213585,237246,295339,0.445461,0.543051,0.516885,0.543051,0.483115,0.529645,0.491076,1.105838,0.447917
1308,253762,213653,237181,295404,0.445339,0.542905,0.516887,0.542905,0.483113,0.529577,0.490943,1.105841,0.447974
1309,252947,214468,236198,296387,0.443494,0.541161,0.517121,0.541161,0.482879,0.528868,0.489145,1.106342,0.447983
1310,252929,214486,236177,296408,0.443454,0.541123,0.517125,0.541123,0.482875,0.528852,0.489106,1.106351,0.448
1311,252924,214491,236170,296415,0.443441,0.541112,0.517128,0.541112,0.482872,0.528848,0.489094,1.106356,0.448052
1312,252912,214503,236155,296430,0.443413,0.541087,0.517132,0.541087,0.482868,0.528838,0.489067,1.106365,0.448113
1313,252897,214518,236145,296440,0.443394,0.541055,0.517127,0.541055,0.482873,0.52882,0.489042,1.106356,0.448179
1314,252861,214554,236097,296488,0.443304,0.540978,0.517143,0.540978,0.482857,0.528792,0.488958,1.106388,0.448193
1315,252846,214569,236072,296513,0.443257,0.540945,0.517154,0.540945,0.482846,0.528782,0.488918,1.106413,0.448276
1316,252809,214606,236015,296570,0.44315,0.540866,0.517178,0.540866,0.482822,0.528757,0.488824,1.106464,0.44837
1317,252787,214628,235993,296592,0.443109,0.540819,0.51718,0.540819,0.48282,0.528735,0.48878,1.106468,0.448441
1318,252761,214654,235974,296611,0.443073,0.540764,0.517174,0.540764,0.482826,0.528706,0.488735,1.106456,0.448468
1319,252737,214678,235955,296630,0.443037,0.540712,0.51717,0.540712,0.48283,0.528679,0.488692,1.106448,0.448485
1320,252706,214709,235917,296668,0.442966,0.540646,0.51718,0.540646,0.48282,0.528653,0.488623,1.106468,0.448569
1321,252007,215408,235066,297519,0.441368,0.53915,0.517391,0.53915,0.482609,0.528046,0.487073,1.106919,0.448598
1322,251988,215427,235040,297545,0.441319,0.53911,0.517399,0.53911,0.482601,0.528032,0.487028,1.106938,0.448628
1323,251779,215636,234796,297789,0.440861,0.538663,0.517452,0.538663,0.482548,0.527844,0.486575,1.10705,0.448661
1324,251431,215984,234422,298163,0.440159,0.537918,0.517504,0.537918,0.482496,0.527514,0.485853,1.107162,0.4487
1325,251252,216163,234198,298387,0.439738,0.537535,0.517565,0.537535,0.482435,0.527361,0.48545,1.107293,0.448743
1326,251219,216196,234172,298413,0.439689,0.537465,0.51756,0.537465,0.48244,0.527325,0.485391,1.107282,0.448747
1327,251204,216211,234150,298435,0.439648,0.537432,0.517569,0.537432,0.482431,0.527314,0.485354,1.1073,0.44878
1328,251175,216240,234127,298458,0.439605,0.53737,0.517564,0.53737,0.482436,0.527281,0.485302,1.107291,0.44879
1329,251154,216261,234086,298499,0.439528,0.537326,0.517587,0.537326,0.482413,0.527272,0.48524,1.10734,0.448795
1330,251110,216305,234034,298551,0.43943,0.537231,0.517599,0.537231,0.482401,0.527232,0.485144,1.107365,0.448819
1331,251080,216335,234011,298574,0.439387,0.537167,0.517594,0.537167,0.482406,0.527199,0.485091,1.107353,0.448855
1332,251042,216373,233965,298620,0.439301,0.537086,0.517605,0.537086,0.482395,0.527165,0.485007,1.107378,0.448864
1333,251023,216392,233947,298638,0.439267,0.537045,0.517605,0.537045,0.482395,0.527146,0.48497,1.107378,0.448886
1334,250871,216544,233788,298797,0.438968,0.53672,0.517624,0.53672,0.482376,0.526999,0.484659,1.107418,0.4489
1335,250778,216637,233706,298879,0.438814,0.536521,0.517619,0.536521,0.482381,0.5269,0.484484,1.107407,0.44898
1336,250739,216676,233661,298924,0.43873,0.536438,0.517628,0.536438,0.482372,0.526865,0.4844,1.107427,0.449024
1337,250717,216698,233640,298945,0.438691,0.536391,0.517629,0.536391,0.482371,0.526843,0.484357,1.107428,0.449074
1338,250700,216715,233625,298960,0.438662,0.536354,0.517628,0.536354,0.482372,0.526825,0.484325,1.107426,0.449126
1339,250646,216769,233570,299015,0.438559,0.536239,0.517633,0.536239,0.482367,0.526771,0.484216,1.107437,0.449153
1340,250642,216773,233565,299020,0.43855,0.53623,0.517634,0.53623,0.482366,0.526768,0.484207,1.10744,0.44918
1341,250623,216792,233545,299040,0.438512,0.536189,0.517636,0.536189,0.482364,0.52675,0.484168,1.107445,0.449231
1342,250611,216804,233521,299064,0.438467,0.536164,0.51765,0.536164,0.48235,0.526744,0.484132,1.107474,0.449275
1343,250589,216826,233497,299088,0.438422,0.536117,0.517654,0.536117,0.482346,0.526724,0.484086,1.107482,0.449339
1344,250564,216851,233466,299119,0.438364,0.536063,0.517662,0.536063,0.482338,0.526702,0.48403,1.1075,0.449361
1345,244795,222620,226487,306098,0.42526,0.523721,0.519424,0.523721,0.480576,0.521563,0.471282,1.111269,0.449427
1346,239026,228389,219491,313094,0.412124,0.511379,0.521302,0.511379,0.478698,0.516293,0.458517,1.115288,0.449435
1347,238877,228538,219310,313275,0.411784,0.51106,0.521353,0.51106,0.478647,0.516155,0.458187,1.115396,0.449438
1348,238827,228588,219257,313328,0.411685,0.510953,0.521361,0.510953,0.478639,0.516104,0.458084,1.115413,0.44949
1349,238777,228638,219189,313396,0.411557,0.510846,0.521386,0.510846,0.478614,0.516062,0.457966,1.115467,0.449541
1350,238767,228648,219183,313402,0.411546,0.510824,0.521382,0.510824,0.478618,0.516049,0.45795,1.115459,0.449594
1351,238724,228691,219127,313458,0.41144,0.510732,0.521401,0.510732,0.478599,0.516012,0.457851,1.115499,0.449664
1352,238703,228712,219096,313489,0.411382,0.510688,0.521414,0.510688,0.478586,0.515995,0.457799,1.115528,0.449692
1353,238672,228743,219068,313517,0.41133,0.510621,0.521414,0.510621,0.478586,0.515961,0.45774,1.115527,0.449704
1354,238660,228755,219050,313535,0.411296,0.510596,0.521422,0.510596,0.478578,0.515952,0.45771,1.115544,0.449861
1355,238630,228785,219006,313579,0.411213,0.510531,0.521441,0.510531,0.478559,0.515928,0.457636,1.115584,0.449899
1356,238542,228873,218918,313667,0.411048,0.510343,0.521449,0.510343,0.478551,0.515836,0.45746,1.115601,0.449912
1357,238202,229213,218519,314066,0.410299,0.509616,0.521548,0.509616,0.478452,0.515513,0.456721,1.115814,0.449935
1358,238164,229251,218473,314112,0.410212,0.509534,0.521561,0.509534,0.478439,0.515477,0.456637,1.115841,0.449991
1359,237875,229540,218144,314441,0.409595,0.508916,0.521634,0.508916,0.478366,0.515197,0.456019,1.115997,0.45
1360,237765,229650,218050,314535,0.409418,0.508681,0.521626,0.508681,0.478374,0.515072,0.455815,1.115981,0.450116
1361,237741,229674,218010,314575,0.409343,0.508629,0.521647,0.508629,0.478353,0.515056,0.455751,1.116025,0.450151
1362,237707,229708,217967,314618,0.409262,0.508557,0.52166,0.508557,0.47834,0.515025,0.455674,1.116054,0.450192
1363,237681,229734,217948,314637,0.409227,0.508501,0.521655,0.508501,0.478345,0.514994,0.455629,1.116042,0.450199
1364,237669,229746,217924,314661,0.409182,0.508475,0.52167,0.508475,0.47833,0.514988,0.455593,1.116074,0.450237
1365,237646,229769,217898,314687,0.409133,0.508426,0.521675,0.508426,0.478325,0.514965,0.455544,1.116086,0.450331
1366,237628,229787,217884,314701,0.409107,0.508388,0.521672,0.508388,0.478328,0.514944,0.455512,1.11608,0.450382
1367,237610,229805,217872,314713,0.409084,0.508349,0.521667,0.508349,0.478333,0.514922,0.455482,1.116068,0.450445
1368,237266,230149,217477,315108,0.408342,0.507613,0.521758,0.507613,0.478242,0.514589,0.454743,1.116264,0.45045
1369,237247,230168,217462,315123,0.408314,0.507572,0.521756,0.507572,0.478244,0.514566,0.454709,1.116258,0.450549
1370,237238,230177,217454,315131,0.408299,0.507553,0.521755,0.507553,0.478245,0.514556,0.454692,1.116257,0.450593
1371,237210,230205,217418,315167,0.408232,0.507493,0.521767,0.507493,0.478233,0.514531,0.454628,1.116283,0.450609
1372,237136,230279,217325,315260,0.408057,0.507335,0.521796,0.507335,0.478204,0.514464,0.454461,1.116344,0.450617
1373,237122,230293,217301,315284,0.408012,0.507305,0.521809,0.507305,0.478191,0.514455,0.454423,1.116372,0.450628
1374,237087,230328,217279,315306,0.407971,0.50723,0.521797,0.50723,0.478203,0.514411,0.454366,1.116347,0.450649
1375,237048,230367,217244,315341,0.407905,0.507147,0.521797,0.507147,0.478203,0.514367,0.454292,1.116345,0.450673
1376,237020,230395,217214,315371,0.407849,0.507087,0.521802,0.507087,0.478198,0.514339,0.454234,1.116356,0.450688
1377,236934,230481,217112,315473,0.407657,0.506903,0.521828,0.506903,0.478172,0.514257,0.454046,1.116413,0.450691
1378,236888,230527,217046,315539,0.407533,0.506804,0.521856,0.506804,0.478144,0.51422,0.453934,1.116472,0.450704
1379,236886,230529,217040,315545,0.407522,0.5068,0.52186,0.5068,0.47814,0.51422,0.453926,1.116482,0.450732
1380,236678,230737,216778,315807,0.40703,0.506355,0.521943,0.506355,0.478057,0.514031,0.453456,1.116658,0.450741
1381,235651,231764,215465,317120,0.404565,0.504158,0.522373,0.504158,0.477627,0.513104,0.451116,1.117579,0.450809
1382,235608,231807,215415,317170,0.404471,0.504066,0.522386,0.504066,0.477614,0.513062,0.451023,1.117606,0.45082
1383,235597,231818,215405,317180,0.404452,0.504042,0.522386,0.504042,0.477614,0.51305,0.451002,1.117606,0.450839
1384,235526,231889,215317,317268,0.404287,0.503891,0.522412,0.503891,0.477588,0.512984,0.450843,1.117663,0.45092
1385,235503,231912,215296,317289,0.404247,0.503841,0.522412,0.503841,0.477588,0.512959,0.450799,1.117663,0.45098
1386,235492,231923,215278,317307,0.404213,0.503818,0.522422,0.503818,0.477578,0.512951,0.45077,1.117683,0.451131
1387,235143,232272,214867,317718,0.403442,0.503071,0.522528,0.503071,0.477472,0.512615,0.45001,1.117911,0.451163
1388,235125,232290,214839,317746,0.403389,0.503033,0.522542,0.503033,0.477458,0.512602,0.449964,1.11794,0.451178
1389,235115,232300,214815,317770,0.403344,0.503011,0.522559,0.503011,0.477441,0.512599,0.44993,1.117977,0.45122
1390,235111,232304,214815,317770,0.403344,0.503003,0.522555,0.503003,0.477445,0.512592,0.449926,1.117968,0.451292
1391,235092,232323,214791,317794,0.403299,0.502962,0.522563,0.502962,0.477437,0.512575,0.449883,1.117984,0.451327
1392,235084,232331,214789,317796,0.403295,0.502945,0.522556,0.502945,0.477444,0.512563,0.449873,1.117971,0.451351
1393,235044,232371,214745,317840,0.403213,0.502859,0.522565,0.502859,0.477435,0.512523,0.449789,1.117989,0.451362
1394,235031,232384,214730,317855,0.403184,0.502832,0.522569,0.502832,0.477431,0.51251,0.449761,1.117997,0.451387
1395,234713,232702,214353,318232,0.402477,0.502151,0.522669,0.502151,0.477331,0.512205,0.449066,1.118212,0.451429
1396,234695,232720,214335,318250,0.402443,0.502113,0.522671,0.502113,0.477329,0.512186,0.44903,1.118216,0.451438
1397,233656,233759,213014,319571,0.399962,0.49989,0.523107,0.49989,0.476893,0.511235,0.44667,1.119148,0.451477
1398,233613,233802,212979,319606,0.399897,0.499798,0.523102,0.499798,0.476898,0.511184,0.446592,1.119137,0.451515
1399,233602,233813,212952,319633,0.399846,0.499774,0.523122,0.499774,0.476878,0.511181,0.446554,1.11918,0.451587
1400,233536,233879,212868,319717,0.399688,0.499633,0.523149,0.499633,0.476851,0.511121,0.446404,1.11924,0.451613
1401,233496,233919,212825,319760,0.399608,0.499548,0.523157,0.499548,0.476843,0.51108,0.446321,1.119256,0.451685
1402,233445,233970,212733,319852,0.399435,0.499438,0.52321,0.499438,0.47679,0.511048,0.446178,1.11937,0.451745
1403,233394,234021,212666,319919,0.399309,0.499329,0.523235,0.499329,0.476765,0.511002,0.44606,1.119422,0.451754
1404,233373,234042,212638,319947,0.399256,0.499284,0.523245,0.499284,0.476755,0.510984,0.446011,1.119444,0.451763
1405,233295,234120,212556,320029,0.399102,0.499117,0.523258,0.499117,0.476742,0.510903,0.445851,1.119471,0.451807
1406,233288,234127,212546,320039,0.399084,0.499103,0.523262,0.499103,0.476738,0.510897,0.445834,1.119481,0.451827
1407,233275,234140,212528,320057,0.39905,0.499075,0.523269,0.499075,0.476731,0.510886,0.445803,1.119496,0.451908
1408,233239,234176,212480,320105,0.39896,0.498998,0.523287,0.498998,0.476713,0.510854,0.445719,1.119534,0.451923
1409,233236,234179,212475,320110,0.39895,0.498991,0.52329,0.498991,0.47671,0.510852,0.445711,1.11954,0.451957
1410,233203,234212,212453,320132,0.398909,0.498921,0.52328,0.498921,0.47672,0.51081,0.445656,1.11952,0.451965
1411,233181,234234,212429,320156,0.398864,0.498874,0.523285,0.498874,0.476715,0.510788,0.44561,1.11953,0.452
1412,233136,234279,212384,320201,0.39878,0.498777,0.52329,0.498777,0.47671,0.51074,0.44552,1.11954,0.452002
1413,233037,234378,212246,320339,0.39852,0.498566,0.523346,0.498566,0.476654,0.510655,0.445283,1.11966,0.452055
1414,233013,234402,212222,320363,0.398475,0.498514,0.523348,0.498514,0.476652,0.510629,0.445235,1.119665,0.452107
1415,232990,234425,212189,320396,0.398413,0.498465,0.523363,0.498465,0.476637,0.51061,0.445179,1.119696,0.452145
1416,232975,234440,212175,320410,0.398387,0.498433,0.523363,0.498433,0.476637,0.510594,0.44515,1.119696,0.452153
1417,232960,234455,212147,320438,0.398335,0.498401,0.52338,0.498401,0.47662,0.510585,0.445107,1.119733,0.452195
1418,232733,234682,211863,320722,0.397801,0.497915,0.523471,0.497915,0.476529,0.510373,0.444596,1.119927,0.452206
1419,232718,234697,211857,320728,0.39779,0.497883,0.523462,0.497883,0.476538,0.510352,0.444575,1.119908,0.452214
1420,232700,234715,211828,320757,0.397736,0.497845,0.523477,0.497845,0.476523,0.510339,0.444528,1.11994,0.452244
1421,232655,234760,211779,320806,0.397644,0.497748,0.523486,0.497748,0.476514,0.510293,0.444434,1.11996,0.452261
1422,232631,234784,211751,320834,0.397591,0.497697,0.523493,0.497697,0.476507,0.510269,0.444382,1.119975,0.452308
1423,232609,234806,211731,320854,0.397553,0.49765,0.523493,0.49765,0.476507,0.510245,0.44434,1.119975,0.452381
1424,232598,234817,211723,320862,0.397538,0.497626,0.523491,0.497626,0.476509,0.510231,0.444321,1.11997,0.4525
1425,232578,234837,211688,320897,0.397473,0.497584,0.523511,0.497584,0.476489,0.510218,0.444266,1.120013,0.452514
1426,232564,234851,211663,320922,0.397426,0.497554,0.523525,0.497554,0.476475,0.510209,0.444227,1.120044,0.452632
1427,232560,234855,211659,320926,0.397418,0.497545,0.523526,0.497545,0.476474,0.510205,0.444219,1.120044,0.452652
1428,232508,234907,211595,320990,0.397298,0.497434,0.523545,0.497434,0.476455,0.510156,0.444103,1.120086,0.452659
1429,231957,235458,210997,321588,0.396175,0.496255,0.523659,0.496255,0.476341,0.509589,0.442954,1.120331,0.452736
1430,231947,235468,210989,321596,0.39616,0.496234,0.523658,0.496234,0.476342,0.509577,0.442936,1.120328,0.452747
1431,231924,235491,210963,321622,0.396111,0.496184,0.523664,0.496184,0.476336,0.509554,0.442887,1.120341,0.452755
1432,231644,235771,210611,321974,0.39545,0.495585,0.523779,0.495585,0.476221,0.509292,0.442255,1.120587,0.452785
1433,231619,235796,210586,321999,0.395404,0.495532,0.523782,0.495532,0.476218,0.509265,0.442205,1.120593,0.452845
1434,231292,236123,210177,322408,0.394636,0.494832,0.523914,0.494832,0.476086,0.508958,0.441469,1.120876,0.452913
1435,230984,236431,209840,322745,0.394003,0.494173,0.523982,0.494173,0.476018,0.508641,0.440824,1.121022,0.452915
1436,230955,236460,209799,322786,0.393926,0.494111,0.524,0.494111,0.476,0.508617,0.440754,1.121059,0.452922
1437,230680,236735,209451,323134,0.393272,0.493523,0.524117,0.493523,0.475883,0.50836,0.440131,1.121309,0.452941
1438,230661,236754,209421,323164,0.393216,0.493482,0.524132,0.493482,0.475868,0.508345,0.440082,1.121342,0.452975
1439,230424,236991,209117,323468,0.392645,0.492975,0.524238,0.492975,0.475762,0.508126,0.439541,1.121568,0.452991
1440,230398,237017,209099,323486,0.392612,0.49292,0.524231,0.49292,0.475769,0.508093,0.439497,1.121554,0.453039
1441,230373,237042,209089,323496,0.392593,0.492866,0.524216,0.492866,0.475784,0.508058,0.439462,1.121522,0.453089
1442,230331,237084,209042,323543,0.392504,0.492776,0.524227,0.492776,0.475773,0.508015,0.439373,1.121544,0.453125
1443,230302,237113,209028,323557,0.392478,0.492714,0.524212,0.492714,0.475788,0.507975,0.43933,1.121513,0.453156
1444,230227,237188,208945,323640,0.392322,0.492554,0.52423,0.492554,0.47577,0.507898,0.439172,1.121551,0.453157
1445,230181,237234,208881,323704,0.392202,0.492455,0.524256,0.492455,0.475744,0.507858,0.439062,1.121608,0.453202
1446,230156,237259,208853,323732,0.39215,0.492402,0.524263,0.492402,0.475737,0.507833,0.439009,1.121621,0.453289
1447,229676,237739,208274,324311,0.391062,0.491375,0.524434,0.491375,0.475566,0.507367,0.43795,1.121989,0.453333
1448,229655,237760,208245,324340,0.391008,0.49133,0.524446,0.49133,0.475554,0.507348,0.4379,1.122014,0.453362
1449,229635,237780,208222,324363,0.390965,0.491287,0.524452,0.491287,0.475548,0.507328,0.437857,1.122027,0.453416
1450,229614,237801,208202,324383,0.390927,0.491242,0.524453,0.491242,0.475547,0.507305,0.437816,1.122029,0.453431
